date,commodity,contract_month,contract_year,price,unit,currency,volume,open_interest,source
2026/01/08,CORN,Mar,2026,2900,ZAR/Ton,ZAR,1333,2730,JSE
2026/01/07,CORN,Mar,2026,2889,ZAR/Ton,ZAR,637,2859,JSE
2026/01/06,CORN,Mar,2026,2875,ZAR/Ton,ZAR,129,2953,JSE
2026/01/05,CORN,Mar,2026,2856,ZAR/Ton,ZAR,202,2890,JSE
2026/01/02,CORN,Mar,2026,2860,ZAR/Ton,ZAR,36,2916,JSE
2025/12/31,CORN,Mar,2026,2892,ZAR/Ton,ZAR,12,2916,JSE
2025/12/30,CORN,Mar,2026,2912,ZAR/Ton,ZAR,24,2932,JSE
2025/12/29,CORN,Mar,2026,2952,ZAR/Ton,ZAR,95,2996,JSE
2025/12/24,CORN,Mar,2026,2958,ZAR/Ton,ZAR,150,2923,JSE
2025/12/23,CORN,Mar,2026,2948,ZAR/Ton,ZAR,19,3030,JSE
2025/12/22,CORN,Mar,2026,2956,ZAR/Ton,ZAR,52,3054,JSE
2025/12/19,CORN,Mar,2026,2955,ZAR/Ton,ZAR,8,3034,JSE
2025/12/18,CORN,Mar,2026,2929,ZAR/Ton,ZAR,123,3112,JSE
2025/12/17,CORN,Mar,2026,2902,ZAR/Ton,ZAR,50,3033,JSE
2025/12/15,CORN,Mar,2026,2945,ZAR/Ton,ZAR,120,3031,JSE
2025/12/12,CORN,Mar,2026,2977,ZAR/Ton,ZAR,143,3031,JSE
2025/12/11,CORN,Mar,2026,2996,ZAR/Ton,ZAR,74,2936,JSE
2025/12/10,CORN,Mar,2026,3016,ZAR/Ton,ZAR,100,2891,JSE
2025/12/09,CORN,Mar,2026,3006,ZAR/Ton,ZAR,134,2834,JSE
2025/12/08,CORN,Mar,2026,2995,ZAR/Ton,ZAR,43,2748,JSE
2025/12/05,CORN,Mar,2026,2997,ZAR/Ton,ZAR,40,2758,JSE
2025/12/04,CORN,Mar,2026,2981,ZAR/Ton,ZAR,76,2724,JSE
2025/12/03,CORN,Mar,2026,3043,ZAR/Ton,ZAR,156,2714,JSE
2025/12/02,CORN,Mar,2026,3032,ZAR/Ton,ZAR,192,2712,JSE
2025/12/01,CORN,Mar,2026,3025,ZAR/Ton,ZAR,497,2660,JSE
2025/11/28,CORN,Mar,2026,3065,ZAR/Ton,ZAR,102,2450,JSE
2025/11/27,CORN,Mar,2026,3040,ZAR/Ton,ZAR,45,2412,JSE
2025/11/26,CORN,Mar,2026,2993,ZAR/Ton,ZAR,416,2395,JSE
2025/11/25,CORN,Mar,2026,3003,ZAR/Ton,ZAR,175,2161,JSE
2025/11/24,CORN,Mar,2026,2999,ZAR/Ton,ZAR,339,2034,JSE
2025/11/21,CORN,Mar,2026,3008,ZAR/Ton,ZAR,203,1926,JSE
2025/11/20,CORN,Mar,2026,3025,ZAR/Ton,ZAR,242,1746,JSE
2025/11/19,CORN,Mar,2026,3061,ZAR/Ton,ZAR,203,1515,JSE
2025/11/18,CORN,Mar,2026,3069,ZAR/Ton,ZAR,295,1328,JSE
2025/11/17,CORN,Mar,2026,3013,ZAR/Ton,ZAR,49,1074,JSE
2025/11/14,CORN,Mar,2026,3090,ZAR/Ton,ZAR,189,1037,JSE
2025/11/13,CORN,Mar,2026,3022,ZAR/Ton,ZAR,76,963,JSE
2025/11/12,CORN,Mar,2026,3043,ZAR/Ton,ZAR,235,900,JSE
2025/11/11,CORN,Mar,2026,3034,ZAR/Ton,ZAR,153,771,JSE
2025/11/10,CORN,Mar,2026,3032,ZAR/Ton,ZAR,79,702,JSE
2025/11/07,CORN,Mar,2026,3047,ZAR/Ton,ZAR,140,749,JSE
2025/11/06,CORN,Mar,2026,3096,ZAR/Ton,ZAR,230,686,JSE
2025/11/05,CORN,Mar,2026,3097,ZAR/Ton,ZAR,172,591,JSE
2025/11/04,CORN,Mar,2026,3080,ZAR/Ton,ZAR,20,492,JSE
2025/11/03,CORN,Mar,2026,3067,ZAR/Ton,ZAR,67,492,JSE
2025/10/31,CORN,Mar,2026,3040,ZAR/Ton,ZAR,75,488,JSE
2025/10/30,CORN,Mar,2026,3035,ZAR/Ton,ZAR,60,493,JSE
2025/10/29,CORN,Mar,2026,3036,ZAR/Ton,ZAR,22,433,JSE
